Sr no.,File name,Query,Response,Summary,,,,,,,,
2907,c2306807.wav,Request for claim status update,NSE provides current status and expected timeline,Customer asks about claim status; NSE gives update and timeline.,,,,,,,,
2908,c2306808.wav,Issue with dividend not credited,NSE advises to contact company registrar,Customer did not receive dividend; NSE directs to company registrar.,,,,,,,,
2909,c2306809.wav,Query about IPO application process,NSE explains IPO application steps,Customer wants to apply for IPO; NSE details process.,,,,,,,,
2910,c2306810.wav,Request for broker registration details,NSE provides broker registration information,Customer asks about broker registration; NSE gives details.,,,,,,,,
2911,c2306811.wav,Complaint about delay in account opening,NSE advises to follow up with broker,Customer faces delay in account opening; NSE suggests contacting broker.,,,,,,,,
2912,c2306812.wav,Query about margin requirements,NSE explains margin requirements for trading,Customer asks about margin; NSE provides explanation.,,,,,,,,
2913,c2306813.wav,Request for trading password reset,NSE advises to contact broker for password reset,Customer forgot trading password; NSE directs to broker.,,,,,,,,
2914,c2306814.wav,Issue with order execution,NSE advises to check with broker for order status,Customer's order not executed; NSE suggests broker follow-up.,,,,,,,,
2915,c2306815.wav,Query about account statement,NSE explains how to obtain account statement from broker,Customer wants account statement; NSE provides steps.,,,,,,,,
2916,c2306816.wav,Complaint about brokerage charges,NSE advises to check broker's tariff sheet,Customer disputes brokerage charges; NSE guides to broker's tariff.,,,,,,,,
2917,c2306817.wav,Request for KYC update process,NSE explains KYC update steps,Customer wants to update KYC; NSE details process.,,,,,,,,
2918,c2306818.wav,Issue with fund transfer to trading account,NSE advises to check with bank and broker,Customer's fund transfer not reflected; NSE suggests checking with bank and broker.,,,,,,,,
2919,c2306819.wav,Query about trading holidays,NSE provides list of trading holidays,Customer asks about holidays; NSE gives information.,,,,,,,,
2920,c2306820.wav,Request for complaint escalation,NSE explains escalation process,Customer wants to escalate complaint; NSE details steps.,,,,,,,,
2921,c2306821.wav,Issue with mobile app login,NSE advises to reinstall app and check credentials,Customer can't log in to app; NSE provides troubleshooting.,,,,,,,,
2922,c2306822.wav,Query about settlement cycle,NSE explains settlement cycle for trades,Customer asks about settlement; NSE provides explanation.,,,,,,,,
2923,c2306823.wav,Request for change of address,NSE advises to update address with broker,Customer wants to change address; NSE directs to broker.,,,,,,,,
2924,c2306824.wav,Complaint about service quality,NSE records complaint and assures action,Customer complains about service; NSE assures follow-up.,,,,,,,,
2925,c2306825.wav,Query about dematerialization process,NSE explains dematerialization steps,Customer asks about demat process; NSE details procedure. 2926,c2306901.wav,Customer inquires about claim process for defunct broker,NSE explains required documents and process for claim submission,Customer wants to file claim for defunct broker; NSE details documentation and submission process.,,,,
2927,c2306902.wav,Issue with PAN validation for trading account,NSE advises to check PAN details and contact broker for update,Customer faces PAN validation issue; NSE guides to verify and update with broker.,,,,,,,,
2928,c2306903.wav,Request for NSE contact details for complaint,NSE provides helpdesk contact and complaint process,Customer requests contact info; NSE provides helpdesk details and complaint procedure.,,,,,,,,
2929,c2306904.wav,Unable to access ENIT portal,NSE suggests clearing browser cache and checking internet connection,Customer unable to access portal; NSE provides troubleshooting steps.,,,,,,,,
2930,c2306905.wav,Query about trading account closure,NSE advises to contact broker for closure process,Customer wants to close trading account; NSE directs to broker.,,,,,,,,
2931,c2306906.wav,Complaint about unauthorized transaction,NSE advises to file complaint on SEBI SCORES,Customer reports unauthorized transaction; NSE guides to SEBI complaint portal.,,,,,,,,
2932,c2306907.wav,Request for claim status update,NSE provides current status and expected timeline,Customer asks about claim status; NSE gives update and timeline.,,,,,,,,
2933,c2306908.wav,Issue with dividend not credited,NSE advises to contact company registrar,Customer did not receive dividend; NSE directs to company registrar.,,,,,,,,
2934,c2306909.wav,Query about IPO application process,NSE explains IPO application steps,Customer wants to apply for IPO; NSE details process.,,,,,,,,
2935,c2306910.wav,Request for broker registration details,NSE provides broker registration information,Customer asks about broker registration; NSE gives details.,,,,,,,,
2936,c2306911.wav,Complaint about delay in account opening,NSE advises to follow up with broker,Customer faces delay in account opening; NSE suggests contacting broker.,,,,,,,,
2937,c2306912.wav,Query about margin requirements,NSE explains margin requirements for trading,Customer asks about margin; NSE provides explanation.,,,,,,,,
2938,c2306913.wav,Request for trading password reset,NSE advises to contact broker for password reset,Customer forgot trading password; NSE directs to broker.,,,,,,,,
2939,c2306914.wav,Issue with order execution,NSE advises to check with broker for order status,Customer's order not executed; NSE suggests broker follow-up.,,,,,,,,
2940,c2306915.wav,Query about account statement,NSE explains how to obtain account statement from broker,Customer wants account statement; NSE provides steps.,,,,,,,,
2941,c2306916.wav,Complaint about brokerage charges,NSE advises to check broker's tariff sheet,Customer disputes brokerage charges; NSE guides to broker's tariff.,,,,,,,,
2942,c2306917.wav,Request for KYC update process,NSE explains KYC update steps,Customer wants to update KYC; NSE details process.,,,,,,,,
2943,c2306918.wav,Issue with fund transfer to trading account,NSE advises to check with bank and broker,Customer's fund transfer not reflected; NSE suggests checking with bank and broker.,,,,,,,,
2944,c2306919.wav,Query about trading holidays,NSE provides list of trading holidays,Customer asks about holidays; NSE gives information.,,,,,,,,
2945,c2306920.wav,Request for complaint escalation,NSE explains escalation process,Customer wants to escalate complaint; NSE details steps.,,,,,,,,
2946,c2306921.wav,Issue with mobile app login,NSE advises to reinstall app and check credentials,Customer can't log in to app; NSE provides troubleshooting.,,,,,,,,
2947,c2306922.wav,Query about settlement cycle,NSE explains settlement cycle for trades,Customer asks about settlement; NSE provides explanation.,,,,,,,,
2948,c2306923.wav,Request for change of address,NSE advises to update address with broker,Customer wants to change address; NSE directs to broker.,,,,,,,,
2949,c2306924.wav,Complaint about service quality,NSE records complaint and assures action,Customer complains about service; NSE assures follow-up.,,,,,,,,
2950,c2306925.wav,Query about dematerialization process,NSE explains dematerialization steps,Customer asks about demat process; NSE details procedure. 2951,c2309001.wav,Customer inquires about claim process for defunct broker,NSE explains required documents and process for claim submission,Customer wants to file claim for defunct broker; NSE details documentation and submission process.,,,,
2952,c2309002.wav,Issue with PAN validation for trading account,NSE advises to check PAN details and contact broker for update,Customer faces PAN validation issue; NSE guides to verify and update with broker.,,,,,,,,
2953,c2309003.wav,Request for NSE contact details for complaint,NSE provides helpdesk contact and complaint process,Customer requests contact info; NSE provides helpdesk details and complaint procedure.,,,,,,,,
2954,c2309004.wav,Unable to access ENIT portal,NSE suggests clearing browser cache and provides IT support contact,Customer can't access ENIT; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2955,c2309005.wav,Query about arbitration award and appeal,NSE explains appeal process and required documents,Customer asks about arbitration appeal; NSE details process and documentation.,,,,,,,,
2956,c2309006.wav,Internal staff discussion on claim status,NSE staff coordinate on claim status and next steps,Internal staff discuss claim workflow and follow-up.,,,,,,,,
2957,c2309007.wav,Customer requests update on complaint,NSE confirms complaint is under review and will revert,Customer follows up on complaint; NSE assures review and response.,,,,,,,,
2958,c2309008.wav,Issue with UCC code activation,NSE advises to contact broker and provides escalation steps,Customer faces UCC activation issue; NSE guides to broker and escalation process.,,,,,,,,
2959,c2309009.wav,Request for refund status,NSE checks status and advises to wait for processing,Customer asks about refund; NSE checks and advises patience.,,,,,,,,
2960,c2309010.wav,Unable to download statement from portal,NSE suggests browser troubleshooting and provides support contact,Customer can't download statement; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2961,c2309011.wav,Query about trading account closure,NSE explains closure process and required documents,Customer wants to close trading account; NSE details process and documentation.,,,,,,,,
2962,c2309012.wav,Complaint about unauthorized trading,NSE advises to file complaint and provides process,Customer reports unauthorized trading; NSE guides on complaint process.,,,,,,,,
2963,c2309013.wav,Request for NSE circular on margin rules,NSE provides circular reference and download link,Customer asks for margin rules; NSE shares circular and link.,,,,,,,,
2964,c2309014.wav,Issue with dividend credit,NSE advises to contact company registrar and provides contact details,Customer hasn't received dividend; NSE gives registrar contact info.,,,,,,,,
2965,c2309015.wav,Internal staff discussion on IT issue,NSE staff coordinate on IT troubleshooting and escalation,Internal staff discuss IT workflow and next steps.,,,,,,,,
2966,c2309016.wav,Customer requests update on KYC status,NSE checks status and advises to wait for processing,Customer follows up on KYC; NSE checks and advises patience.,,,,,,,,
2967,c2309017.wav,Unable to modify client details in portal,NSE suggests using bulk modification and provides support contact,Customer can't modify details; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2968,c2309018.wav,Query about IPO application status,NSE explains process to check status and provides support contact,Customer asks about IPO status; NSE details process and support info.,,,,,,,,
2969,c2309019.wav,Complaint about broker service,NSE advises to file complaint and provides process,Customer reports broker issue; NSE guides on complaint process.,,,,,,,,
2970,c2309020.wav,Request for NSE training program details,NSE provides training schedule and registration process,Customer asks about training; NSE shares schedule and registration info.,,,,,,,,
2971,c2309021.wav,Issue with password reset for trading portal,NSE suggests password reset steps and provides support contact,Customer can't reset password; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2972,c2309022.wav,Query about account statement format,NSE explains available formats and download process,Customer asks about statement format; NSE details options and process.,,,,,,,,
2973,c2309023.wav,Request for NSE branch address,NSE provides branch address and contact details,Customer asks for branch info; NSE shares address and contact.,,,,,,,,
2974,c2309024.wav,Complaint about delay in account activation,NSE checks status and advises to wait for processing,Customer reports delay; NSE checks and advises patience.,,,,,,,,
2975,c2309025.wav,Internal staff discussion on compliance issue,NSE staff coordinate on compliance workflow and next steps,Internal staff discuss compliance process and follow-up. 2976,c2309101.wav,Customer inquires about claim process for defunct broker,NSE explains required documents and process for claim submission,Customer wants to file claim for defunct broker; NSE details documentation and submission process.,,,,
2977,c2309102.wav,Issue with PAN validation for trading account,NSE advises to check PAN details and contact broker for update,Customer faces PAN validation issue; NSE guides to verify and update with broker.,,,,,,,,
2978,c2309103.wav,Request for NSE contact details for complaint,NSE provides helpdesk contact and complaint process,Customer requests contact info; NSE provides helpdesk details and complaint procedure.,,,,,,,,
2979,c2309104.wav,Unable to access ENIT portal,NSE suggests clearing browser cache and provides IT support contact,Customer can't access ENIT; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2980,c2309105.wav,Query about arbitration award and appeal,NSE explains appeal process and required documents,Customer asks about arbitration appeal; NSE details process and documentation.,,,,,,,,
2981,c2309106.wav,Internal staff discussion on claim status,NSE staff coordinate on claim status and next steps,Internal staff discuss claim workflow and follow-up.,,,,,,,,
2982,c2309107.wav,Customer requests update on complaint,NSE confirms complaint is under review and will revert,Customer follows up on complaint; NSE assures review and response.,,,,,,,,
2983,c2309108.wav,Issue with UCC code activation,NSE advises to contact broker and provides escalation steps,Customer faces UCC activation issue; NSE guides to broker and escalation process.,,,,,,,,
2984,c2309109.wav,Request for refund status,NSE checks status and advises to wait for processing,Customer asks about refund; NSE checks and advises patience.,,,,,,,,
2985,c2309110.wav,Unable to download statement from portal,NSE suggests browser troubleshooting and provides support contact,Customer can't download statement; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2986,c2309111.wav,Query about trading account closure,NSE explains closure process and required documents,Customer wants to close trading account; NSE details process and documentation.,,,,,,,,
2987,c2309112.wav,Complaint about unauthorized trading,NSE advises to file complaint and provides process,Customer reports unauthorized trading; NSE guides on complaint process.,,,,,,,,
2988,c2309113.wav,Request for NSE circular on margin rules,NSE provides circular reference and download link,Customer asks for margin rules; NSE shares circular and link.,,,,,,,,
2989,c2309114.wav,Issue with dividend credit,NSE advises to contact company registrar and provides contact details,Customer hasn't received dividend; NSE gives registrar contact info.,,,,,,,,
2990,c2309115.wav,Internal staff discussion on IT issue,NSE staff coordinate on IT troubleshooting and escalation,Internal staff discuss IT workflow and next steps.,,,,,,,,
2991,c2309116.wav,Customer requests update on KYC status,NSE checks status and advises to wait for processing,Customer follows up on KYC; NSE checks and advises patience.,,,,,,,,
2992,c2309117.wav,Unable to modify client details in portal,NSE suggests using bulk modification and provides support contact,Customer can't modify details; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2993,c2309118.wav,Query about IPO application status,NSE explains process to check status and provides support contact,Customer asks about IPO status; NSE details process and support info.,,,,,,,,
2994,c2309119.wav,Complaint about broker service,NSE advises to file complaint and provides process,Customer reports broker issue; NSE guides on complaint process.,,,,,,,,
2995,c2309120.wav,Request for NSE training program details,NSE provides training schedule and registration process,Customer asks about training; NSE shares schedule and registration info.,,,,,,,,
2996,c2309121.wav,Issue with password reset for trading portal,NSE suggests password reset steps and provides support contact,Customer can't reset password; NSE gives troubleshooting steps and IT contact.,,,,,,,,
2997,c2309122.wav,Query about account statement format,NSE explains available formats and download process,Customer asks about statement format; NSE details options and process.,,,,,,,,
2998,c2309123.wav,Request for NSE branch address,NSE provides branch address and contact details,Customer asks for branch info; NSE shares address and contact.,,,,,,,,
2999,c2309124.wav,Complaint about delay in account activation,NSE checks status and advises to wait for processing,Customer reports delay; NSE checks and advises patience.,,,,,,,,
3000,c2309125.wav,Internal staff discussion on compliance issue,NSE staff coordinate on compliance workflow and next steps,Internal staff discuss compliance process and follow-up. 3001,c2309201.wav,Customer inquires about claim process for defunct broker,NSE explains required documents and process for claim submission,Customer wants to file claim for defunct broker; NSE details documentation and submission process.,,,,
3002,c2309202.wav,Issue with PAN validation for trading account,NSE advises to check PAN details and contact broker for update,Customer faces PAN validation issue; NSE guides to verify and update with broker.,,,,,,,,
3003,c2309203.wav,Request for NSE contact details for complaint,NSE provides helpdesk contact and complaint process,Customer requests contact info; NSE provides helpdesk details and complaint procedure.,,,,,,,,
3004,c2309204.wav,Unable to access ENIT portal,NSE suggests clearing browser cache and provides IT support contact,Customer can't access ENIT; NSE gives troubleshooting steps and IT contact.,,,,,,,,
3005,c2309205.wav,Query about arbitration award and appeal,NSE explains appeal process and required documents,Customer asks about arbitration appeal; NSE details process and documentation.,,,,,,,,
3006,c2309206.wav,Internal staff discussion on claim status,NSE staff coordinate on claim status and next steps,Internal staff discuss claim workflow and follow-up.,,,,,,,,
3007,c2309207.wav,Customer requests update on complaint,NSE confirms complaint is under review and will revert,Customer follows up on complaint; NSE assures review and response.,,,,,,,,
3008,c2309208.wav,Issue with UCC code activation,NSE advises to contact broker and provides escalation steps,Customer faces UCC activation issue; NSE guides to broker and escalation process.,,,,,,,,
3009,c2309209.wav,Request for refund status,NSE checks status and advises to wait for processing,Customer asks about refund; NSE checks and advises patience.,,,,,,,,
3010,c2309210.wav,Unable to download statement from portal,NSE suggests browser troubleshooting and provides support contact,Customer can't download statement; NSE gives troubleshooting steps and IT contact.,,,,,,,,
3011,c2309211.wav,Query about trading account closure,NSE explains closure process and required documents,Customer wants to close trading account; NSE details process and documentation.,,,,,,,,
3012,c2309212.wav,Complaint about unauthorized trading,NSE advises to file complaint and provides process,Customer reports unauthorized trading; NSE guides on complaint process.,,,,,,,,
3013,c2309213.wav,Request for NSE circular on margin rules,NSE provides circular reference and download link,Customer asks for margin rules; NSE shares circular and link.,,,,,,,,
3014,c2309214.wav,Issue with dividend credit,NSE advises to contact company registrar and provides contact details,Customer hasn't received dividend; NSE gives registrar contact info.,,,,,,,,
3015,c2309215.wav,Internal staff discussion on IT issue,NSE staff coordinate on IT troubleshooting and escalation,Internal staff discuss IT workflow and next steps.,,,,,,,,
3016,c2309216.wav,Customer requests update on KYC status,NSE checks status and advises to wait for processing,Customer follows up on KYC; NSE checks and advises patience.,,,,,,,,
3017,c2309217.wav,Unable to modify client details in portal,NSE suggests using bulk modification and provides support contact,Customer can't modify details; NSE gives troubleshooting steps and IT contact.,,,,,,,,
3018,c2309218.wav,Query about IPO application status,NSE explains process to check status and provides support contact,Customer asks about IPO status; NSE details process and support info.,,,,,,,,
3019,c2309219.wav,Complaint about broker service,NSE advises to file complaint and provides process,Customer reports broker issue; NSE guides on complaint process.,,,,,,,,
3020,c2309220.wav,Request for NSE training program details,NSE provides training schedule and registration process,Customer asks about training; NSE shares schedule and registration info.,,,,,,,,
3021,c2309221.wav,Issue with password reset for trading portal,NSE suggests password reset steps and provides support contact,Customer can't reset password; NSE gives troubleshooting steps and IT contact.,,,,,,,,
3022,c2309222.wav,Query about account statement format,NSE explains available formats and download process,Customer asks about statement format; NSE details options and process.,,,,,,,,
3023,c2309223.wav,Request for NSE branch address,NSE provides branch address and contact details,Customer asks for branch info; NSE shares address and contact.,,,,,,,,
3024,c2309224.wav,Complaint about delay in account activation,NSE checks status and advises to wait for processing,Customer reports delay; NSE checks and advises patience.,,,,,,,,
3025,c2309225.wav,Internal staff discussion on compliance issue,NSE staff coordinate on compliance workflow and next steps,Internal staff discuss compliance process and follow-up. 3026,c2312355.wav,Process for claiming shares from Carvey pool account,NSE explains email claim process,required documents,and timelines,Customer asks about claiming shares from Carvey; NSE details email process,documents,and deadlines.
3027,c2312379.wav,Request for full file and inspection contact,NSE checks case status,arranges callback,and provides inspection team number,Member requests file and inspection contact; NSE coordinates and provides details.,,,,,,
3028,c2312392.wav,Status update on name change request,NSE checks with UCI team,confirms pending cases,and promises email update,Broker follows up on name change; NSE checks queue and promises update.,,,,,,
3029,c2312394.wav,Internal staff call about Manish's availability,Staff coordinates callback for Manish,Internal coordination for staff callback.,,,,,,,,
3030,c2312397.wav,Greeting,No query,Call is a greeting only; no actionable content.,,,,,,,,
3031,c2312407.wav,Leaving early notification,No response needed,Staff informs about early departure; no action required.,,,,,,,,
3032,c2312425.wav,Issue with NMASS position file not updating,NSE confirms issue,suggests contacting clearing,and arranges transfer,Member reports NMASS issue; NSE guides to clearing team.,,,,,,
3033,c2312430.wav,Query about deposited money with broker,NSE checks broker registration and advises to contact broker,Customer asks about deposited funds; NSE confirms broker and advises direct contact.,,,,,,,,
3034,c2312441.wav,Trading in unregistered trust account,NSE checks with UCC team,provides inspection contact,Member asks about trading in unregistered trust; NSE provides inspection contact.,,,,,,,
3035,c2312454.wav,Follow-up on website response timing,NSE staff promises update,Internal follow-up on website response.,,,,,,,,
3036,c2312471.wav,Telegram trading fraud,NSE confirms Telegram is not legitimate,advises cybercrime complaint,Customer reports Telegram fraud; NSE guides to cybercrime portal.,,,,,,,
3037,c2312474.wav,Request for modified client list for audit,NSE explains only full file and mandatory reports are available,Member requests audit file; NSE clarifies available reports.,,,,,,,,
3038,c2312475.wav,Internal staff discussion on biometric and access data,Staff coordinates data submission,Internal workflow for access data.,,,,,,,,
3039,c2312490.wav,Trust account inspection,NSE confirms inspection required,Member discusses trust account inspection.,,,,,,,,
3040,c2312513.wav,Internal follow-up on FairSight and margin cases,Staff coordinates on unresolved cases,Internal discussion on case follow-up and escalation.,,,,,,,,
3041,c2312517.wav,Staff tries to reach Manish,Staff coordinates call,Internal staff attempts to reach colleague.,,,,,,,,
3042,c2312518.wav,Status of UCC request,NSE asks to resubmit request and confirms process,Member follows up on UCC request; NSE advises resubmission.,,,,,,,,
3043,c2312532.wav,Unable to modify CP code in UCC,NSE advises to contact clearing team,Member faces CP code issue; NSE guides to clearing team.,,,,,,,,
3044,c2312533.wav,Staff asks Manish to call,Staff coordinates callback,Internal staff coordination.,,,,,,,,
3045,c2312534.wav,Status of NACBEN complaint,NSE checks implementation letter and explains asset allocation,Customer asks about claim status; NSE explains process and batch payment.,,,,,,,,
3046,c2312536.wav,Staff confirms broker call,Staff coordinates with member,Internal staff confirmation.,,,,,,,,
3047,c2312537.wav,Account frozen in UCC,NSE explains DP validation and bulk process,Broker asks about frozen account; NSE details validation process.,,,,,,,,
3048,c2312538.wav,How to sell physical shares,NSE explains demat and RTA process,Customer asks about selling old shares; NSE guides on demat and RTA.,,,,,,,,
3049,c2312545.wav,Lost share certificates from 1993,NSE checks company status,advises to contact RTA or Axis Bank,Customer asks about lost shares; NSE explains company status and RTA process.,,,,,,,
3050,c2312581.wav,Account hacked and scam,NSE advises to contact broker (AngelOne) for account freeze,Customer reports account hack; NSE directs to broker for action. 3051,c2312591.wav,Telegram investment scam,NSE confirms no such activity,warns of fraud,and advises not to transact,Caller reports Telegram scam; NSE warns and advises against further transactions.,,
3052,c2312593.wav,Claim credited but not received,NSE checks mail status and advises to wait for case ID,Customer claims amount not credited; NSE checks and advises to wait for case reference.,,,,,,,,
3053,c2312596.wav,Loan scam and loss,NSE tries to clarify complaint,but call is unclear,Caller reports loss and loan scam; NSE attempts to clarify but call is unclear.,,,,,,,
3054,c2312599.wav,Right issue and contact with NSE staff,NSE arranges callback and provides contact,Company secretary requests contact; NSE arranges callback and provides number.,,,,,,,,
3055,c2312606.wav,Account pending unblocking by NSE,NSE explains KYC process and broker's role,Customer's account blocked; NSE explains KYC and reactivation process.,,,,,,,,
3056,c2312618.wav,How to find ex-bonus price for claim,NSE explains to use Google or broker statement,Customer asks about ex-bonus price; NSE guides to use available data.,,,,,,,,
3057,c2312619.wav,Callback coordination,NSE arranges callback with Mangesh,Internal callback coordination.,,,,,,,,
3058,c2312626.wav,Request to connect with member,Staff asks for number,Internal staff coordination.,,,,,,,,
3059,c2312635.wav,Callback for form filling,Staff arranges callback and document guidance,Internal callback and document guidance.,,,,,,,,
3060,c2312647.wav,Received NSE welcome email,NSE explains DMAT account registration and process,Customer asks about NSE welcome email; NSE explains DMAT registration.,,,,,,,,
3061,c2312676.wav,Unable to trade after opening Zerodha account,NSE advises to contact broker,Customer can't trade after account opening; NSE directs to broker.,,,,,,,,
3062,c2312707.wav,Follow-up on WRO email,Staff advises to email WRO,Internal staff workflow.,,,,,,,,
3063,c2312723.wav,How to find company history for old shares,NSE advises to check Google,NSDL,or CDSL,Customer asks about old company shares; NSE guides to online resources.,,,,,,
3064,c2312730.wav,How to trade and invest in Paytm Money,NSE advises to contact broker for investment guidance,Customer asks about investing; NSE directs to broker.,,,,,,,,
3065,c2312755.wav,Forgot customer ID for DMAT account,NSE advises to contact broker or depository,Customer forgets ID; NSE guides to broker or depository.,,,,,,,,
3066,c2312760.wav,Maintenance charges deducted repeatedly,NSE advises to contact broker for details,Customer asks about charges; NSE directs to broker.,,,,,,,,
3067,c2312769.wav,Claim for defaulted broker expired,NSE explains claim period is over,Customer asks about claim for defaulted broker; NSE explains claim period expired.,,,,,,,,
3068,c2312780.wav,Ahmedabad office contact and hours,NSE provides address and office hours,Customer asks about office; NSE provides details.,,,,,,,,
3069,c2312805.wav,Greeting,No query,Call is a greeting only; no actionable content.,,,,,,,,
3070,c2312819.wav,Auditor empanelment process,Staff discusses internal coordination,Internal staff discussion on auditor empanelment.,,,,,,,,
3071,c2312827.wav,Listing unlisted debentures,NSE advises to contact listing compliance,Customer asks about listing process; NSE directs to compliance team.,,,,,,,,
3072,c2312845.wav,Account suspended by NSE,NSE explains broker must update details,Customer's account suspended; NSE advises to contact broker.,,,,,,,,
3073,c2312847.wav,Regulatory framework for debenture listing,Staff advises to contact compliance or RTA,Internal staff discussion on regulatory guidance.,,,,,,,,
3074,c2312857.wav,Voicemail,No response,Call forwarded to voicemail; no interaction.,,,,,,,,
3075,c2312581.wav,Account hacked and scam,NSE advises to contact broker (AngelOne) for account freeze,Customer reports account hack; NSE directs to broker for action. 3076,c2312860.wav,Category selection for Alternate Investment Fund in UCC,NSE refers to master circular and confirms only AIF category is available,Member asks about AIF category; NSE clarifies process per circular.,,,,
3077,c2312863.wav,Unlisted company listing timeline,Staff advises to speak to option 4,Internal staff guidance on listing compliance.,,,,,,,,
3078,c2312874.wav,IDBI case SLA and response,Staff discusses case resolution and screenshot sharing,Internal staff workflow for case update.,,,,,,,,
3079,c2312883.wav,Complaint about claim delay and broker action,NSE explains process,confirms case is under review,Customer complains about claim delay; NSE explains process and review.,,,,,,,
3080,c2312896.wav,Issue opening UCC dump file,NSE checks case ID,discusses file format and conversion,Member faces file opening issue; NSE guides on file handling.,,,,,,,
3081,c2312919.wav,Unfreezing request pending,NSE explains queue-based processing,Member follows up on unfreezing; NSE clarifies queue process.,,,,,,,,
3082,c2312926.wav,Case assignment and staff availability,Staff discusses case assignment,Internal staff coordination.,,,,,,,,
3083,c2312939.wav,Test call,No query,Test call; no actionable content.,,,,,,,,
3084,c2312940.wav,Test call,No query,Test call; no actionable content.,,,,,,,,
3085,c2312954.wav,Sale proceeds not received for suspended shares,NSE explains company suspension and RTA contact,Customer asks about sale proceeds; NSE explains suspension and RTA process.,,,,,,,,
3086,c2312960.wav,Staff inquiry about resignations,Staff checks notice period data,Internal staff workflow.,,,,,,,,
3087,c2312969.wav,Claim pending for two years,NSE explains litigation process and claim status,Customer follows up on claim; NSE details litigation and next steps.,,,,,,,,
3088,c2312970.wav,Telegram trading fraud and circular authenticity,NSE confirms fraud,advises cybercrime complaint,Customer reports Telegram fraud; NSE guides on complaint process.,,,,,,,
3089,c2312974.wav,Inspection department IVR,NSE explains no IVR,provides email contact,Customer asks about inspection; NSE provides contact info.,,,,,,,
3090,c2312993.wav,Voicemail,No response,Call forwarded to voicemail; no interaction.,,,,,,,,
3091,c2313023.wav,Ticket upload timing,Staff confirms upload will be done,Internal staff workflow.,,,,,,,,
3092,c2313082.wav,Recall confirmation,Staff confirms recall,Internal staff workflow.,,,,,,,,
3093,c2313106.wav,Intern status and call handling,Staff discusses intern status,Internal staff workflow.,,,,,,,,
3094,c2313486.wav,Briefing,No query,Staff briefing; no actionable content.,,,,,,,,
3095,c2313508.wav,Call coordination,Staff confirms call timing,Internal staff workflow.,,,,,,,,
3096,c2313512.wav,Mail from own team and auditor processing,Staff discusses system-generated mail and auditor processing,Internal staff workflow.,,,,,,,,
3097,c2313514.wav,Loss in Groww account,NSE advises to contact broker for charges,Customer asks about loss; NSE directs to broker.,,,,,,,,
3098,c2313516.wav,Complaint about market manipulation,NSE listens to detailed complaint,Customer alleges market manipulation; NSE records and acknowledges.,,,,,,,,
3099,c2313517.wav,PDF password for NSE mail,NSE explains to use PAN card number,Customer asks about PDF password; NSE provides instructions.,,,,,,,,
3100,c2313538.wav,How to claim against expelled member,NSE explains claim process and provides address,Customer asks about claim process; NSE details steps and contact info. 3101,c2313540.wav,Online job scam via Telegram,NSE confirms it's a fraud,advises to file cybercrime complaint,Customer reports job scam; NSE warns and guides to cybercrime portal.,,,
3102,c2313543.wav,Reference number and location check,Staff confirms to check later,Internal staff workflow.,,,,,,,,
3103,c2313566.wav,Bank statement period for claim,NSE confirms required period,Customer asks about bank statement; NSE confirms period for claim.,,,,,,,,
3104,c2313569.wav,Request to close Demat account,NSE advises to contact depository,Customer asks about closing account; NSE directs to depository.,,,,,,,,
3105,c2313582.wav,Portfolio not showing in app,NSE explains KYC and account reactivation process,Customer can't see portfolio; NSE guides on KYC and broker contact.,,,,,,,,
3106,c2313620.wav,Claim status for Carvey,NSE checks and confirms claim is in process,Customer asks about claim; NSE confirms status.,,,,,,,,
3107,c2313621.wav,Denied entry for Aadhar exam,NSE advises to contact exam authority,Customer denied exam entry; NSE directs to exam authority.,,,,,,,,
3108,c2313625.wav,How to close salary-linked Demat account,NSE explains to contact broker or HDFC,Customer asks about closing account; NSE guides to broker or HDFC.,,,,,,,,
3109,c2313626.wav,Request for Nifty futures chart data,NSE advises to email webmaster,Customer asks about chart data; NSE provides contact info.,,,,,,,,
3110,c2313638.wav,Denied entry for Aadhar exam,NSE advises to contact exam authority,Customer denied exam entry; NSE directs to exam authority.,,,,,,,,
3111,c2313654.wav,Receiving NSE balance emails,NSE explains Demat account and AMC charges,Customer receives balance emails; NSE explains account and charges.,,,,,,,,
3112,c2313661.wav,Call with no response,Call disconnected,No response from caller; call disconnected.,,,,,,,,
3113,c2313662.wav,Blank call,No content,Blank call; no actionable content.,,,,,,,,
3114,c2313664.wav,Claim status for Carvey,NSE confirms implementation letter sent,Customer asks about claim; NSE confirms status and process.,,,,,,,,
3115,c2313666.wav,Unable to open PDF from AngelOne,NSE advises to contact broker and clear cache,Customer can't open PDF; NSE guides to broker and troubleshooting.,,,,,,,,
3116,c2313671.wav,Complaint about broker and buyback,Call quality issues,Customer tries to complain; call quality issues.,,,,,,,,
3117,c2313672.wav,Request to speak with Chirag sir,NSE arranges callback,Broker requests callback; NSE arranges follow-up.,,,,,,,,
